,Year,Latitude,Longitude,Magnitude
699,2016,-56.2564,-27.5372,5.9
700,2016,-8.1935,117.8136,5.6
701,2016,-23.9646,82.5565,5.6
702,2016,-58.7496,-25.5494,5.6
703,2016,-22.3343,-66.0078,6.2
704,2016,24.9447,142.0141,6.3
705,2016,-23.9235,82.434,5.5
706,2016,-22.4765,173.1167,7.2
707,2016,-25.1758,-177.3433,6.1
708,2016,-27.348,-176.2612,5.5
709,2016,50.4696,142.2749,5.7
710,2016,51.5437,179.5022,5.6
711,2016,-15.6542,-72.0092,5.5
712,2016,37.4115,141.7203,5.6
713,2016,-19.8352,148.7233,5.7
714,2016,-55.9035,-123.2414,6.0
715,2016,-55.7274,-123.2773,5.5
716,2016,-55.2852,-31.8766,7.4
717,2016,-55.335,-30.7714,5.7
718,2016,-55.215,-32.0659,5.8
719,2016,-55.201,-32.1126,5.5
720,2016,-22.9455,173.2749,5.5
721,2016,40.3942,143.6796,6.0
722,2016,40.3135,143.7281,5.8
723,2016,-55.3133,-31.7508,6.1
724,2016,29.8814,139.1356,5.6
725,2016,-7.2872,122.4345,6.0
726,2016,-7.2131,122.5391,5.8
727,2016,42.723,13.1877,6.2
728,2016,42.8413,13.1533,5.6
729,2016,20.9228,94.569,6.8
730,2016,-2.9097,100.1775,5.6
731,2016,30.6141,137.8537,5.9
732,2016,-2.7862,138.4275,5.5
733,2016,-0.0456,-17.8255,7.1
734,2016,-3.6849,152.7915,6.8
735,2016,-37.132,178.9278,5.8
736,2016,-37.3586,179.1461,7.0
737,2016,-37.4395,179.4941,5.5
738,2016,-37.2263,179.093,5.5
739,2016,-37.0174,178.8907,5.7
740,2016,-37.0522,178.9291,6.1
741,2016,-37.0274,179.0179,5.5
742,2016,-37.2309,178.6028,5.5
743,2016,0.5533,98.6145,5.5
744,2016,-37.3176,178.7148,5.5
745,2016,-55.3295,-30.9179,5.5
746,2016,-19.5002,-173.7059,5.5
747,2016,40.3208333,-125.6876667,5.64
748,2016,36.4251,-96.9291,5.8
749,2016,20.2816,147.3955,5.5
750,2016,8.3989,125.8874,5.8
751,2016,-37.127,178.6986,5.9
752,2016,54.4153,168.5415,6.1
753,2016,-10.8889,165.9801,5.6
754,2016,-54.6136,158.7126,6.1
755,2016,-31.3775,-65.8254,5.6
756,2016,-5.573,-76.9536,6.1
757,2016,-1.0355,31.6181,5.9
758,2016,-28.7552,-112.3053,5.8
759,2016,7.3736,-76.1686,6.0
760,2016,-9.329,159.1673,6.0
761,2016,12.44,-86.6423,5.7
762,2016,-29.1551,60.9158,5.5
763,2016,-2.0829,140.5718,6.0
764,2016,-4.4346,102.7537,5.5
765,2016,-16.0566,167.4862,5.8
766,2016,-2.0354,140.4805,5.8
767,2016,30.5017,142.0478,6.1
768,2016,-59.4722,-27.4883,5.5
769,2016,-21.5525,33.4112,5.6
770,2016,34.4619,141.6368,6.2
771,2016,6.5717,126.4918,6.3
772,2016,45.7275,26.6097,5.6
773,2016,-32.6081,-178.0078,5.6
774,2016,-1.9534,140.5974,5.9
775,2016,-1.8499,140.5604,5.7
776,2016,-18.1706,-174.984,6.4
777,2016,-19.7819,-178.2443,6.9
778,2016,-32.3987,-177.7666,5.6
779,2016,27.4646,128.578,5.7
780,2016,12.4417,-86.5146,5.5
781,2016,-35.6012,-103.8967,5.5
782,2016,-23.6806,-174.9261,5.6
783,2016,27.8519,141.9442,5.7
784,2016,7.1427,-34.3336,5.5
785,2016,22.6258,121.436,5.8
786,2016,-4.0427,-103.9169,5.6
787,2016,-36.0277,-101.0092,5.6
788,2016,-37.1241,178.64,5.8
789,2016,1.7703,127.449,5.8
790,2016,-15.372,-174.8198,5.6
791,2016,-5.4151,153.5054,5.6
792,2016,-35.4987,-103.9926,5.5
793,2016,-4.2735,150.3606,6.3
794,2016,39.8063,20.6463,5.5
795,2016,-6.0033,148.8871,6.8
796,2016,32.8959,94.8768,5.9
797,2016,-23.3265,-179.843,5.9
798,2016,15.223,-61.5065,5.6
799,2016,-4.8626,108.1627,6.6
800,2016,13.3118,-44.8777,5.6
801,2016,22.2432,143.7548,5.6
802,2016,35.3743,133.8092,6.2
803,2016,44.0505,148.1035,5.9
804,2016,18.9017,-104.5714,5.6
805,2016,-35.9934,-102.634,5.5
806,2016,-15.3889,-174.8281,5.8
807,2016,-15.4371,-174.8622,6.1
808,2016,42.858,13.0528,5.5
809,2016,42.9564,13.0666,6.1
810,2016,-1.5056,-15.5911,5.6
811,2016,1.3702,125.758,5.8
812,2016,53.5855,-163.265,5.9
813,2016,-33.7771,-72.5321,6.0
814,2016,-4.6721,153.2156,5.9
815,2016,39.3881,13.5205,5.8
816,2016,42.8621,13.0961,6.6
817,2016,3.4466,-74.4951,5.6
818,2016,-6.1039,148.6588,6.0
819,2016,-35.0945,-71.0457,6.3
820,2016,-8.11,104.8401,5.8
821,2016,-58.1134,148.1913,5.7
822,2016,-36.5776,-73.5603,6.0
823,2016,-4.7403,149.8713,5.9
824,2016,-50.0472,114.3817,5.7
825,2016,-20.4275,-178.223,5.6
826,2016,38.4973,141.5658,6.1
827,2016,-24.966,178.7853,5.9
828,2016,6.1142,-82.5906,5.6
829,2016,-42.7358,173.0499,7.8
830,2016,-42.4063,173.6606,5.7
831,2016,-42.2132,173.4319,5.5
832,2016,-42.3205,173.6694,6.5
833,2016,-42.0511,174.3037,5.8
834,2016,-41.6877,174.2061,5.7
835,2016,-42.1762,173.6227,6.1
836,2016,-42.3093,173.6961,6.2
837,2016,-28.8598,-67.4611,5.7
838,2016,-42.3743,173.9374,5.7
839,2016,-42.6058,173.2543,6.5
840,2016,51.0735,178.8402,5.6
841,2016,-42.3335,173.9064,5.7
842,2016,-41.7598,174.2992,5.5
843,2016,-41.7875,174.3064,5.5
844,2016,-20.2391,-173.0161,5.8
845,2016,-9.0027,113.2445,5.7
846,2016,-6.2582,130.4786,5.5
847,2016,-28.1398,-177.0201,5.6
848,2016,-31.6259,-68.6363,6.4
849,2016,-53.7502,140.5246,5.5
850,2016,37.3931,141.387,6.9
851,2016,-40.602,177.0387,5.9
852,2016,-42.9298,173.0041,5.5
853,2016,27.1773,140.025,5.8
854,2016,37.2143,141.3209,5.9
855,2016,11.9065,-88.8957,6.9
856,2016,55.2049,164.7541,5.5
857,2016,54.4632,160.5536,5.6
858,2016,39.2732,73.9776,6.6
859,2016,43.3828,-127.0346,5.5
860,2016,-41.8291,88.4676,5.5
861,2016,-6.9865,131.8204,5.7
862,2016,-35.2021,54.0219,5.5
863,2016,-15.3122,-70.827,6.2
864,2016,52.2532,174.1698,5.9
865,2016,-22.6371,-176.3381,5.5
866,2016,4.5051,127.8342,5.7
867,2016,-7.3158,123.3802,6.3
868,2016,11.0316,-60.9005,5.9
869,2016,5.2834,96.1678,6.5
870,2016,43.8229,86.3451,6.0
871,2016,40.4535,-126.1936,6.6
872,2016,-10.6787,161.3214,7.8
873,2016,-10.2234,161.0792,5.7
874,2016,-10.8691,161.2302,5.5
875,2016,-10.8416,161.3137,6.5
876,2016,-10.749,161.1316,6.9
877,2016,-11.0704,161.4548,5.5
878,2016,-10.9719,161.3099,5.5
879,2016,-10.9552,161.3591,5.8
880,2016,-10.3938,161.329,5.5
881,2016,-10.3301,161.3501,5.6
882,2016,-10.8829,161.2789,5.8
883,2016,-5.6593,154.4734,6.0
884,2016,-9.1237,-109.8492,5.8
885,2016,-10.964,161.5723,5.5
886,2016,21.2897,144.4037,6.0
887,2016,21.3697,144.2175,5.5
888,2016,14.0882,-90.8691,5.5
889,2016,-4.5049,153.5216,7.9
890,2016,-4.4244,153.5419,5.6
891,2016,-5.6497,153.9975,6.3
892,2016,-10.2137,161.2177,5.9
893,2016,-34.9886,-107.8694,5.5
894,2016,-6.3046,154.353,5.9
895,2016,8.3489,137.6672,6.2
896,2016,-10.1904,161.2187,5.5
897,2016,-9.964,-70.9714,6.4
898,2016,-10.1773,161.2236,6.4
899,2016,37.1442,84.9583,5.6
900,2016,-10.1785,160.9149,6.0
901,2016,-10.1549,160.7816,5.5
902,2016,-7.5082,127.9206,6.7
903,2016,21.5036,145.4172,5.9
904,2016,-5.2453,153.5754,6.0
905,2016,-5.146,153.5166,5.8
906,2016,-43.4029,-73.9395,7.6
907,2016,-43.481,-74.4771,5.6
908,2016,45.7192,26.523,5.6
909,2016,38.3754,-118.8977,5.6
910,2016,38.3917,-118.8941,5.6
911,2016,38.3777,-118.8957,5.5
912,2016,36.9179,140.4262,5.9
913,2016,-9.0283,118.6639,6.3
914,2016,37.3973,141.4103,5.5
