,Year,Latitude,Longitude,Magnitude
358,2015,29.6377,70.326,5.6
359,2015,-54.2258,6.1653,6.2
360,2015,-45.8146,37.1711,6.0
361,2015,-2.1661,138.2666,5.8
362,2015,-30.2199,-179.3319,5.5
363,2015,-29.3334,-177.7961,5.8
364,2015,36.459,70.6847,5.9
365,2015,36.5244,70.3676,7.5
366,2015,-10.9788,166.3796,5.8
367,2015,-23.2468,-68.4169,5.8
368,2015,22.7548,121.6561,5.5
369,2015,51.5815,-173.3339,5.8
370,2015,-8.2825,124.9069,5.7
371,2015,-8.3381,124.8754,6.5
372,2015,-3.5489,149.7071,5.6
373,2015,-3.7259,150.9036,5.5
374,2015,-29.4642,-72.3015,6.2
375,2015,-30.8796,-71.4519,6.8
376,2015,-30.7227,-71.3904,5.7
377,2015,16.4895,119.8464,5.5
378,2015,-17.3194,-69.4287,5.7
379,2015,0.7863,98.8905,5.7
380,2015,6.8782,94.5455,5.5
381,2015,51.5002,-172.9113,5.6
382,2015,51.5345,-172.9785,5.7
383,2015,6.8431,94.648,6.6
384,2015,6.984,94.534,5.6
385,2015,6.4078,94.8019,5.5
386,2015,51.6394,-173.0746,6.5
387,2015,6.2386,147.6443,5.6
388,2015,-29.5067,-72.0068,6.9
389,2015,-29.5097,-72.0585,6.9
390,2015,-9.1387,-108.6442,5.6
391,2015,-8.9416,110.2187,5.5
392,2015,-7.2493,128.93,5.8
393,2015,-29.8492,-64.4985,5.6
394,2015,31.0009,128.8729,6.7
395,2015,31.4417,128.8428,5.7
396,2015,17.8398,-81.8219,5.8
397,2015,48.3334,154.2439,5.9
398,2015,38.67,20.6,6.5
399,2015,40.3762,73.2038,5.6
400,2015,-8.8994,158.4217,6.8
401,2015,26.3565,142.6429,5.8
402,2015,-7.1484,129.9375,6.1
403,2015,-30.5754,-71.7676,5.8
404,2015,36.4344,71.4233,5.7
405,2015,16.9762,-98.9116,5.6
406,2015,18.7787,145.2659,6.0
407,2015,-0.0981,-17.834,5.5
408,2015,-10.5372,-70.9437,7.6
409,2015,-10.0598,-71.0184,7.6
410,2015,1.4305,126.2904,5.7
411,2015,-9.1825,-71.2574,6.7
412,2015,13.0906,-88.9476,5.6
413,2015,-24.828,-70.6009,6.2
414,2015,43.3856,146.4353,5.6
415,2015,-30.3688,-72.151,5.6
416,2015,-23.5597,-64.6521,5.8
417,2015,-23.4779,-64.5862,5.5
418,2015,-8.791,67.6967,5.5
419,2015,-14.8839,-176.5573,5.8
420,2015,-47.6165,85.0913,7.1
421,2015,-18.1602,-178.694,5.6
422,2015,38.2107,72.7797,7.2
423,2015,-31.3985,-71.2624,5.5
424,2015,41.7307,74.6053,5.5
425,2015,14.2197,-90.8905,5.7
426,2015,-30.8096,-71.7519,5.6
427,2015,-4.1064,129.5079,6.9
428,2015,-16.7374,175.2475,6.1
429,2015,-35.8838,-73.2763,5.5
430,2015,-58.88,-23.9062,5.7
431,2015,-41.1083,-90.0703,5.5
432,2015,15.8015,-93.633,6.6
433,2015,-18.3819,169.3857,6.0
434,2015,-8.3684,107.0225,5.7
435,2015,-30.6053,-71.3057,5.8
436,2015,3.6455,117.6359,6.1
437,2015,-4.4354,151.9782,5.7
438,2015,-54.1759,-1.4943,5.8
439,2015,-55.755,-123.1158,6.2
440,2015,-7.2182,128.9775,5.8
441,2015,-40.7281,-86.4356,5.8
442,2015,36.4935,71.1263,6.3
443,2015,14.6571,-61.3454,5.6
444,2015,-6.2452,154.7595,5.8
445,2015,11.1535,-86.6205,5.8
446,2016,-50.5575,139.4489,6.3
447,2016,-28.6278,-177.281,5.8
448,2016,44.8069,129.9406,5.8
449,2016,24.8036,93.6505,6.7
450,2016,30.6132,132.7337,5.8
451,2016,-54.2906,-136.2603,6.0
452,2016,22.0669,143.6108,5.7
453,2016,-30.664,-71.6383,5.7
454,2016,-57.6576,-147.9486,5.6
455,2016,3.8965,126.8621,6.5
456,2016,44.4761,141.0867,6.2
457,2016,-31.3385,58.1916,5.9
458,2016,36.5979,70.9503,5.7
459,2016,-15.1703,-174.875,5.9
460,2016,-19.7597,-63.3288,6.1
461,2016,41.9723,142.781,6.7
462,2016,-15.6408,-177.1557,5.6
463,2016,-53.2602,159.7523,5.5
464,2016,9.6862,126.3095,5.6
465,2016,-3.8727,127.2292,5.6
466,2016,-21.4088,176.1244,5.8
467,2016,22.8626,121.3206,5.6
468,2016,37.6709,101.6409,5.9
469,2016,-30.8839,-178.5829,5.5
470,2016,18.8239,-106.9337,6.6
471,2016,-13.7207,172.06,5.6
472,2016,59.6363,-153.4051,7.1
473,2016,-19.5324,-173.3833,5.7
474,2016,35.6493,-3.6818,6.3
475,2016,3.2058,128.392,5.5
476,2016,-5.2952,153.2454,6.1
477,2016,-5.3105,153.2532,5.5
478,2016,1.0248,-28.1447,5.7
479,2016,53.9776,158.5463,7.2
480,2016,-3.1401,146.9814,5.5
481,2016,-2.8659,147.1385,5.7
482,2016,-63.263,169.1485,6.1
483,2016,-30.7539,-179.9504,6.2
484,2016,25.5745,123.4476,5.7
485,2016,22.9375,120.6014,6.4
486,2016,-16.9899,174.9389,5.7
487,2016,-15.2216,-173.3951,5.8
488,2016,-6.6207,154.7421,6.4
489,2016,-30.5723,-71.5838,6.3
490,2016,-9.6338,119.4013,6.3
491,2016,-43.4798,172.7715,5.8
492,2016,30.2966,138.8823,5.7
493,2016,-20.9981,-175.4788,6.0
494,2016,-49.0481,164.4987,5.9
495,2016,-16.4442,-73.6045,5.7
496,2016,-55.7841,-125.1659,6.1
497,2016,0.8597,129.0605,6.0
498,2016,-56.2549,-27.5661,5.6
499,2016,-21.9559,-179.4072,5.8
500,2016,4.6999,-32.6275,5.5
501,2016,24.5533,142.4073,5.6
502,2016,-30.4242,-72.2967,6.0
503,2016,-63.0433,145.002,5.8
504,2016,-62.2092,155.2569,5.7
505,2016,-51.7897,139.5956,6.1
506,2016,5.2757,125.3322,5.5
507,2016,-32.9373,-178.3856,5.6
508,2016,-4.9521,94.3299,7.8
509,2016,-4.794,94.4101,5.6
510,2016,-9.7645,125.316,5.6
511,2016,-3.3298,148.8245,5.9
512,2016,-3.0988,148.8388,5.6
513,2016,-32.9625,-178.2218,5.5
514,2016,-15.1081,-173.4281,5.9
515,2016,51.4497,-173.9725,5.6
516,2016,51.5648,-173.9423,6.3
517,2016,29.8888,128.9567,5.5
518,2016,-56.4283,-27.0089,5.6
519,2016,-52.6136,18.7984,5.6
520,2016,4.725,125.1481,5.5
521,2016,-4.5473,153.0955,5.6
522,2016,-12.5112,166.6214,5.5
523,2016,38.0233,72.4114,5.6
524,2016,49.673,-129.8485,5.5
525,2016,51.5145,-174.1423,6.0
526,2016,-5.5662,129.4922,5.7
527,2016,11.8676,-88.7677,5.6
528,2016,17.996,-60.7019,6.0
529,2016,54.294,162.8129,6.4
530,2016,27.7676,66.0962,5.6
531,2016,-2.6503,68.0253,5.6
532,2016,52.175,-168.6554,5.8
533,2016,30.2073,-114.3078,5.5
534,2016,52.29,-168.6929,5.5
535,2016,-56.2536,-27.6408,5.5
536,2016,2.3874,126.1019,5.5
537,2016,33.3807,136.3901,5.9
538,2016,-3.3585,144.887,6.2
539,2016,57.008,-157.9321,5.9
540,2016,-14.3235,166.8551,6.9
541,2016,4.2073,126.6515,5.9
542,2016,-14.1516,166.7012,5.8
543,2016,-14.0683,166.6245,6.7
544,2016,-14.2026,166.6391,5.9
545,2016,-8.2036,107.3857,6.1
546,2016,-6.0292,130.4296,5.5
547,2016,-13.9805,166.5943,6.7
548,2016,-4.1489,102.211,5.7
549,2016,16.0557,-96.2563,5.5
550,2016,36.4725,71.1311,6.6
551,2016,51.1243,179.5394,5.6
552,2016,51.8545,176.6748,5.6
553,2016,-3.7568,-103.9367,5.8
554,2016,-55.2497,146.1742,5.5
555,2016,23.0944,94.8654,6.9
556,2016,7.7917,122.0231,6.0
557,2016,53.77,160.8036,5.8
558,2016,-14.4907,166.5026,5.9
559,2016,32.788,130.7042,6.2
560,2016,32.6973,130.7204,6.0
561,2016,-14.5284,166.4334,6.4
562,2016,-7.459,128.1235,5.6
563,2016,2.0125,127.0004,5.6
564,2016,13.4008,-92.367,6.1
565,2016,32.7906,130.7543,7.0
566,2016,32.9241,130.8091,5.7
567,2016,33.0051,131.1569,5.5
568,2016,-29.5755,-111.5741,5.5
569,2016,0.3819,-79.9218,7.8
570,2016,-0.2648,-80.4644,5.5
571,2016,-0.3852,-80.2013,5.8
572,2016,-23.4947,-174.2467,5.7
573,2016,-0.2344,-80.6943,5.6
574,2016,33.0143,131.0991,5.5
575,2016,-19.492,169.0934,5.9
576,2016,-55.7283,-27.2307,6.2
577,2016,0.5783,-80.0247,5.6
578,2016,0.639,-80.2104,6.2
579,2016,0.7079,-80.0352,6.0
580,2016,13.2,-55.8867,5.6
581,2016,37.8013,141.6216,5.9
582,2016,-0.2921,-80.5039,6.0
583,2016,-0.2814,-80.5039,5.9
584,2016,0.6128,-80.2522,5.7
585,2016,-59.3074,-27.027,5.5
586,2016,-17.6976,-173.2031,5.7
587,2016,14.479,-93.1509,6.0
588,2016,-4.5105,140.1922,5.6
589,2016,14.5178,-93.0882,6.0
590,2016,24.2309,121.8009,5.5
591,2016,-16.0429,167.3786,7.0
592,2016,10.2752,-103.7363,6.6
593,2016,-16.3487,167.2001,5.8
594,2016,-5.0262,104.6271,5.7
595,2016,-6.0785,-107.1631,5.6
596,2016,43.6954,147.5063,5.7
597,2016,-55.7642,-143.9055,5.5
598,2016,-14.855,166.9341,5.7
599,2016,13.7719,51.7683,5.5
600,2016,-8.9416,-108.2391,5.6
601,2016,18.3754,-105.3371,5.6
602,2016,16.4107,-97.8416,5.8
603,2016,-62.5795,165.344,5.5
604,2016,24.6953,121.9839,5.8
605,2016,24.6833,122.0531,5.7
606,2016,30.659,66.3878,5.5
607,2016,-25.4822,179.3397,5.6
608,2016,8.5599,-102.7916,5.8
609,2016,-22.517,172.9882,5.8
610,2016,8.5038,-103.1118,5.5
611,2016,0.4261,-79.7899,6.7
612,2016,0.4947,-79.616,6.9
613,2016,-25.5655,129.8841,6.0
614,2016,30.9561,140.0808,5.5
615,2016,26.9924,130.1374,5.9
616,2016,27.6887,128.5829,5.5
617,2016,-20.8101,-178.6481,6.4
618,2016,-21.9724,-178.2038,6.9
619,2016,-56.2409,-26.9353,7.2
620,2016,-30.2689,-177.9791,5.7
621,2016,25.5615,122.5458,6.4
622,2016,47.5484,154.3641,5.9
623,2016,55.3979,-158.5143,5.7
624,2016,-30.2228,-177.9545,5.5
625,2016,-2.0967,100.6654,6.6
626,2016,18.0217,-105.8338,5.8
627,2016,-29.3424,-71.8594,5.8
628,2016,-4.587,125.6264,6.3
629,2016,-17.6471,-172.6317,5.6
630,2016,-30.0235,-177.8359,6.1
631,2016,-30.0433,-71.4636,5.5
632,2016,-45.1528,166.8282,5.5
633,2016,18.3637,-105.1731,6.3
634,2016,18.5036,-105.2031,5.5
635,2016,1.2789,126.3712,6.3
636,2016,-4.061,-104.5531,5.9
637,2016,-11.2487,116.2669,6.1
638,2016,12.8318,-86.9633,6.1
639,2016,-8.6757,160.559,6.2
640,2016,-7.4584,-13.6003,5.5
641,2016,-16.4825,-177.2142,5.8
642,2016,-4.4284,-104.8111,5.7
643,2016,27.0107,130.1996,5.6
644,2016,-18.7609,168.8279,6.2
645,2016,26.9601,130.1941,5.6
646,2016,-62.3661,166.5804,5.7
647,2016,-20.5822,168.9219,5.7
648,2016,-11.6148,166.37,5.7
649,2016,-24.1467,-67.1526,5.7
650,2016,-20.2793,169.0737,6.3
651,2016,20.1726,121.3782,5.6
652,2016,-20.2072,168.7595,6.0
653,2016,22.6582,-45.1402,6.1
654,2016,-3.4199,151.8796,6.3
655,2016,-60.6729,-42.912,5.5
656,2016,23.694,123.3704,5.8
657,2016,-25.7705,-69.3417,5.5
658,2016,53.9019,-35.3608,5.5
659,2016,39.4793,73.3388,6.4
660,2016,36.9968,142.2226,5.7
661,2016,16.5502,-97.8332,5.7
662,2016,39.4745,73.341,5.5
663,2016,-14.6436,166.4585,5.8
664,2016,-16.0558,167.4701,6.0
665,2016,-10.6273,164.9682,5.9
666,2016,-56.7696,-142.0798,5.8
667,2016,-0.4071,-80.8075,5.5
668,2016,-35.8108,-103.2511,5.6
669,2016,-15.0284,-172.8764,5.8
670,2016,-15.083,-173.2011,6.0
671,2016,-14.6192,167.3857,5.6
672,2016,0.5874,-79.6358,5.9
673,2016,0.5812,-79.638,6.3
674,2016,-6.4391,147.4614,5.6
675,2016,-28.0101,-176.4143,5.9
676,2016,-28.0052,-176.443,6.3
677,2016,-28.109,-176.5308,5.9
678,2016,-27.9244,-176.5252,5.8
679,2016,-28.176,-176.3523,5.6
680,2016,35.2083,-35.2241,5.5
681,2016,-30.2523,-71.9722,5.8
682,2016,-18.9285,169.0547,6.1
683,2016,47.6981,146.9212,5.8
684,2016,-6.7596,101.2175,5.5
685,2016,14.8899,-103.5251,5.5
686,2016,58.4734,-156.4568,5.6
687,2016,-15.1308,-173.6725,5.9
688,2016,0.915,-28.9702,5.7
689,2016,-49.4848,126.2657,5.8
690,2016,-49.4245,126.3706,5.5
691,2016,-26.1067,-70.5111,6.1
692,2016,-2.969,148.0345,6.4
693,2016,-0.2711,-18.6431,5.9
694,2016,-16.036,167.45,5.8
695,2016,-44.4113,-79.0594,5.9
696,2016,18.5429,145.5073,7.7
697,2016,18.7561,145.4878,5.6
698,2016,-6.9459,155.8087,5.6
